ID,sub_specie,claw_length_cm,endangered,size_cm,specie,tail_length_cm,weight_kg
1353,Pale-throated sloth,7.712,least_concern,49.611,three_toed,4.21,4.162
1354,Pale-throated sloth,8.448,least_concern,50.152,three_toed,5.855,3.177
1355,Pale-throated sloth,7.974,least_concern,50.22,three_toed,7.566,5.056
1356,Pale-throated sloth,8.713,least_concern,47.519,three_toed,6.03,4.677
1357,Pale-throated sloth,7.843,least_concern,48.95,three_toed,4.756,4.84
1358,Pale-throated sloth,7.929,least_concern,49.317,three_toed,5.75,4.981
1359,Pale-throated sloth,7.22,least_concern,51.893,three_toed,3.601,4.794
1360,Pale-throated sloth,9.154,least_concern,49.685,three_toed,4.477,6.167
1361,Pale-throated sloth,8.13,least_concern,49.706,three_toed,4.671,4.154
1362,Pale-throated sloth,9.915,least_concern,50.542,three_toed,6.027,4.238
1363,Pale-throated sloth,6.526,least_concern,50.323,three_toed,4.888,4.312
1364,Pale-throated sloth,7.249,least_concern,49.811,three_toed,5.042,5.852
1365,Pale-throated sloth,7.15,least_concern,50.16,three_toed,5.29,5.314
1366,Pale-throated sloth,6.525,least_concern,49.274,three_toed,5.253,5.034
1367,Pale-throated sloth,8.706,least_concern,51.523,three_toed,4.689,4.552
1368,Pale-throated sloth,7.116,least_concern,50.376,three_toed,5.077,5.001
1369,Pale-throated sloth,8.209,least_concern,50.598,three_toed,4.356,3.677
1370,Pale-throated sloth,8.078,least_concern,50.447,three_toed,6.24,6.578
1371,Pale-throated sloth,10.151,least_concern,48.502,three_toed,4.291,5.788
1372,Pale-throated sloth,8.739,least_concern,50.283,three_toed,3.119,4.498
1373,Pale-throated sloth,7.625,least_concern,50.358,three_toed,5.805,4.903
1374,Pale-throated sloth,8.774,least_concern,50.541,three_toed,5.149,5.621
1375,Pale-throated sloth,6.888,least_concern,48.843,three_toed,6.025,4.99
1376,Pale-throated sloth,8.786,least_concern,50.844,three_toed,6.186,5.015
1377,Pale-throated sloth,8.618,least_concern,48.218,three_toed,5.964,3.556
1378,Pale-throated sloth,8.153,least_concern,50.961,three_toed,5.059,5.27
1379,Pale-throated sloth,7.262,least_concern,52.008,three_toed,5.089,4.323
1380,Pale-throated sloth,8.499,least_concern,50.552,three_toed,4.186,4.697
1381,Pale-throated sloth,8.214,least_concern,51.108,three_toed,4.946,4.752
1382,Pale-throated sloth,6.525,least_concern,49.835,three_toed,3.59,2.673
1383,Pale-throated sloth,7.626,least_concern,51.657,three_toed,5.773,5.431
1384,Pale-throated sloth,7.15,least_concern,49.968,three_toed,6.082,4.438
1385,Pale-throated sloth,7.375,least_concern,48.076,three_toed,5.908,5.081
1386,Pale-throated sloth,7.628,least_concern,49.988,three_toed,4.425,4.264
1387,Pale-throated sloth,7.926,least_concern,48.478,three_toed,5.199,3.395
1388,Pale-throated sloth,7.696,least_concern,49.155,three_toed,3.597,3.165
1389,Pale-throated sloth,7.569,least_concern,51.55,three_toed,4.116,5.205
1390,Pale-throated sloth,7.753,least_concern,51.316,three_toed,4.57,3.873
1391,Pale-throated sloth,9.432,least_concern,51.167,three_toed,3.803,4.644
1392,Pale-throated sloth,6.486,least_concern,51.246,three_toed,3.626,3.822
1393,Pale-throated sloth,7.795,least_concern,51.271,three_toed,6.425,4.629
1394,Pale-throated sloth,7.475,least_concern,50.231,three_toed,4.833,5.467
1395,Pale-throated sloth,6.232,least_concern,49.206,three_toed,4.595,5.34
1396,Pale-throated sloth,7.124,least_concern,50.323,three_toed,4.917,3.7
1397,Pale-throated sloth,5.024,least_concern,49.995,three_toed,6.376,2.792
1398,Pale-throated sloth,8.014,least_concern,49.947,three_toed,5.792,3.718
1399,Pale-throated sloth,8.093,least_concern,50.12,three_toed,5.388,3.97
1400,Pale-throated sloth,8.079,least_concern,51.625,three_toed,5.061,5.53
1401,Pale-throated sloth,7.547,least_concern,50.035,three_toed,5.318,5.129
1402,Pale-throated sloth,7.438,least_concern,50.059,three_toed,5.46,4.746
1403,Pale-throated sloth,7.959,least_concern,49.794,three_toed,4.643,5.603
1404,Pale-throated sloth,8.531,least_concern,48.429,three_toed,4.258,4.016
1405,Pale-throated sloth,8.208,least_concern,49.035,three_toed,5.835,4.449
1406,Pale-throated sloth,6.873,least_concern,48.45,three_toed,3.834,7.008
1407,Pale-throated sloth,7.344,least_concern,51.27,three_toed,4.982,5.3
1408,Pale-throated sloth,5.642,least_concern,51.918,three_toed,5.538,4.099
1409,Pale-throated sloth,8.324,least_concern,48.961,three_toed,6.307,6.082
1410,Pale-throated sloth,5.294,least_concern,50.337,three_toed,5.362,4.398
1411,Pale-throated sloth,9.131,least_concern,48.962,three_toed,3.964,3.315
1412,Pale-throated sloth,6.698,least_concern,49.443,three_toed,3.494,4.931
1413,Pale-throated sloth,5.919,least_concern,49.421,three_toed,5.357,3.436
1414,Pale-throated sloth,7.35,least_concern,51.033,three_toed,6.622,5.518
1415,Pale-throated sloth,7.172,least_concern,50.472,three_toed,4.107,3.842
1416,Pale-throated sloth,9.149,least_concern,49.191,three_toed,5.013,4.874
1417,Pale-throated sloth,9.245,least_concern,49.248,three_toed,5.365,4.596
1418,Pale-throated sloth,6.817,least_concern,49.896,three_toed,6.504,5.919
1419,Pale-throated sloth,7.385,least_concern,49.567,three_toed,4.806,2.978
1420,Pale-throated sloth,6.961,least_concern,48.297,three_toed,4.628,5.546
1421,Pale-throated sloth,8.743,least_concern,49.316,three_toed,4.337,4.036
1422,Pale-throated sloth,5.944,least_concern,50.334,three_toed,5.337,2.992
1423,Pale-throated sloth,8.796,least_concern,50.154,three_toed,3.876,4.143
1424,Pale-throated sloth,7.321,least_concern,49.14,three_toed,4.968,3.704
1425,Pale-throated sloth,7.671,least_concern,49.719,three_toed,6.95,3.866
1426,Pale-throated sloth,6.01,least_concern,48.016,three_toed,4.754,4.674
1427,Pale-throated sloth,7.831,least_concern,49.375,three_toed,5.977,4.657
1428,Pale-throated sloth,7.806,least_concern,50.431,three_toed,2.946,3.309
1429,Pale-throated sloth,8.057,least_concern,51.09,three_toed,2.643,4.123
1430,Pale-throated sloth,8.788,least_concern,51.465,three_toed,5.944,4.553
1431,Pale-throated sloth,7.715,least_concern,49.651,three_toed,5.465,5.237
1432,Pale-throated sloth,9.189,least_concern,49.021,three_toed,4.958,4.602
1433,Pale-throated sloth,7.478,least_concern,49.421,three_toed,5.373,4.655
1434,Pale-throated sloth,7.691,least_concern,52.05,three_toed,1.238,4.552
1435,Pale-throated sloth,6.204,least_concern,50.499,three_toed,3.246,4.895
1436,Pale-throated sloth,8.39,least_concern,49.103,three_toed,5.321,5.062
1437,Pale-throated sloth,7.031,least_concern,49.484,three_toed,4.665,3.663
1438,Pale-throated sloth,7.72,least_concern,49.743,three_toed,6.541,6.265
1439,Pale-throated sloth,8.184,least_concern,50.205,three_toed,6.968,6.206
1440,Pale-throated sloth,7.726,least_concern,49.561,three_toed,5.233,4.218
1441,Pale-throated sloth,7.177,least_concern,49.321,three_toed,4.292,3.424
1442,Pale-throated sloth,5.419,least_concern,50.503,three_toed,4.075,4.489
1443,Pale-throated sloth,8.429,least_concern,48.941,three_toed,2.922,2.496
1444,Pale-throated sloth,7.042,least_concern,52.359,three_toed,6.983,3.861
1445,Pale-throated sloth,8.817,least_concern,49.427,three_toed,5.412,3.497
1446,Pale-throated sloth,9.046,least_concern,50.554,three_toed,5.018,4.946
1447,Pale-throated sloth,6.801,least_concern,51.487,three_toed,4.413,5.527
1448,Pale-throated sloth,8.221,least_concern,49.581,three_toed,4.693,4.719
1449,Pale-throated sloth,6.905,least_concern,51.154,three_toed,4.799,3.777
1450,Pale-throated sloth,8.166,least_concern,50.066,three_toed,3.541,4.725
1451,Pale-throated sloth,9.384,least_concern,50.524,three_toed,5.155,3.978
1452,Pale-throated sloth,7.948,least_concern,48.721,three_toed,8.072,4.344
1453,Pale-throated sloth,8.65,least_concern,48.981,three_toed,3.78,4.454
1454,Pale-throated sloth,7.679,least_concern,49.68,three_toed,6.629,4.853
1455,Pale-throated sloth,5.852,least_concern,51.874,three_toed,3.629,4.579
1456,Pale-throated sloth,8.104,least_concern,49.345,three_toed,6.202,4.621
1457,Pale-throated sloth,8.156,least_concern,49.564,three_toed,4.802,2.85
1458,Pale-throated sloth,6.258,least_concern,48.833,three_toed,5.676,5.789
1459,Pale-throated sloth,6.611,least_concern,50.141,three_toed,5.895,3.811
1460,Pale-throated sloth,7.551,least_concern,50.256,three_toed,4.39,5.211
1461,Pale-throated sloth,7.713,least_concern,52.41,three_toed,4.812,4.507
1462,Pale-throated sloth,8.777,least_concern,51.722,three_toed,5.075,4.042
1463,Pale-throated sloth,6.666,least_concern,49.051,three_toed,6.386,1.176
1464,Pale-throated sloth,7.272,least_concern,51.887,three_toed,2.333,4.112
1465,Pale-throated sloth,7.307,least_concern,47.515,three_toed,4.348,4.059
1466,Pale-throated sloth,5.809,least_concern,51.054,three_toed,7.044,1.302
1467,Pale-throated sloth,5.811,least_concern,51.075,three_toed,4.637,2.895
1468,Pale-throated sloth,8.412,least_concern,49.535,three_toed,2.925,4.983
1469,Pale-throated sloth,8.76,least_concern,50.462,three_toed,4.854,4.176
1470,Pale-throated sloth,7.117,least_concern,49.894,three_toed,3.999,4.652
1471,Pale-throated sloth,7.245,least_concern,49.3,three_toed,5.216,3.965
1472,Pale-throated sloth,8.827,least_concern,49.646,three_toed,3.964,4.821
1473,Pale-throated sloth,7.754,least_concern,50.472,three_toed,5.902,2.951
1474,Pale-throated sloth,9.149,least_concern,50.576,three_toed,2.705,4.512
1475,Pale-throated sloth,6.811,least_concern,52.949,three_toed,5.119,3.279
1476,Pale-throated sloth,7.062,least_concern,51.192,three_toed,5.193,5.03
1477,Pale-throated sloth,8.179,least_concern,50.929,three_toed,4.143,4.335
1478,Pale-throated sloth,9.728,least_concern,49.945,three_toed,7.189,3.301
1479,Pale-throated sloth,7.579,least_concern,49.603,three_toed,4.585,4.485
1480,Pale-throated sloth,8.315,least_concern,50.506,three_toed,4.199,3.539
1481,Pale-throated sloth,5.64,least_concern,49.867,three_toed,3.966,3.932
1482,Pale-throated sloth,7.231,least_concern,49.842,three_toed,4.3,4.716
1483,Pale-throated sloth,6.623,least_concern,50.293,three_toed,4.988,4.141
1484,Pale-throated sloth,7.676,least_concern,51.176,three_toed,5.294,4.644
1485,Pale-throated sloth,8.072,least_concern,50.339,three_toed,4.305,4.127
1486,Pale-throated sloth,8.055,least_concern,49.318,three_toed,4.451,2.889
1487,Pale-throated sloth,6.367,least_concern,51.038,three_toed,3.986,5.355
1488,Pale-throated sloth,6.793,least_concern,48.2,three_toed,4.431,5.695
1489,Pale-throated sloth,6.876,least_concern,50.144,three_toed,4.587,3.712
1490,Pale-throated sloth,5.603,least_concern,50.45,three_toed,3.743,3.874
1491,Pale-throated sloth,7.632,least_concern,48.828,three_toed,5.101,2.356
1492,Pale-throated sloth,7.888,least_concern,49.513,three_toed,3.926,5.832
1493,Pale-throated sloth,6.82,least_concern,49.749,three_toed,7.166,3.015
1494,Pale-throated sloth,6.571,least_concern,49.999,three_toed,3.317,5.179
1495,Pale-throated sloth,6.876,least_concern,50.097,three_toed,6.929,4.006
1496,Pale-throated sloth,8.308,least_concern,49.454,three_toed,2.779,3.503
1497,Pale-throated sloth,6.529,least_concern,49.211,three_toed,4.345,4.761
1498,Pale-throated sloth,6.18,least_concern,49.209,three_toed,4.865,5.918
1499,Pale-throated sloth,6.613,least_concern,48.313,three_toed,5.356,6.021
1500,Pale-throated sloth,8.332,least_concern,48.843,three_toed,5.241,5.626
1501,Pale-throated sloth,7.709,least_concern,48.699,three_toed,5.284,4.91
1502,Pale-throated sloth,7.755,least_concern,50.952,three_toed,6.584,4.125
1503,Pale-throated sloth,8.092,least_concern,49.141,three_toed,4.12,4.134
1504,Pale-throated sloth,6.991,least_concern,50.495,three_toed,5.901,4.632
1505,Pale-throated sloth,6.345,least_concern,50.216,three_toed,4.354,4.57
1506,Pale-throated sloth,6.998,least_concern,49.472,three_toed,6.148,3.837
1507,Pale-throated sloth,7.548,least_concern,48.878,three_toed,5.949,5.694
1508,Pale-throated sloth,6.866,least_concern,50.166,three_toed,4.817,4.065
1509,Pale-throated sloth,7.815,least_concern,50.198,three_toed,3.582,4
1510,Pale-throated sloth,8.846,least_concern,50.416,three_toed,5.674,4.593
1511,Pale-throated sloth,6.946,least_concern,49.878,three_toed,4.842,3.907
1512,Pale-throated sloth,7.039,least_concern,49.843,three_toed,5.896,4.491
1513,Pale-throated sloth,6.848,least_concern,47.453,three_toed,5.589,5.781
1514,Pale-throated sloth,7.727,least_concern,49.628,three_toed,3.86,3.354
1515,Pale-throated sloth,7.939,least_concern,50.828,three_toed,3.964,3.358
1516,Pale-throated sloth,6.94,least_concern,48.986,three_toed,4.642,3.822
1517,Pale-throated sloth,7.213,least_concern,49.675,three_toed,5.075,3.249
1518,Pale-throated sloth,8.359,least_concern,49.977,three_toed,6.447,5.092
1519,Pale-throated sloth,8.909,least_concern,49.873,three_toed,6.041,4.943
1520,Pale-throated sloth,6.815,least_concern,49.367,three_toed,5.122,2.15
1521,Pale-throated sloth,9.419,least_concern,48.891,three_toed,5.518,4.207
1522,Pale-throated sloth,6.827,least_concern,48.878,three_toed,5.672,4.002
1523,Pale-throated sloth,7.796,least_concern,49.837,three_toed,6.14,4.28
1524,Pale-throated sloth,7.048,least_concern,49.922,three_toed,3.822,5.53
1525,Pale-throated sloth,7.091,least_concern,50.102,three_toed,5.162,4.573
1526,Pale-throated sloth,8.3,least_concern,50.375,three_toed,4.293,5.165
1527,Pale-throated sloth,7.173,least_concern,51.779,three_toed,5.014,5.619
1528,Pale-throated sloth,7.856,least_concern,49.435,three_toed,1.362,3.921
1529,Pale-throated sloth,8.036,least_concern,48.292,three_toed,4.213,4.522
1530,Pale-throated sloth,6.801,least_concern,50.193,three_toed,4.994,4.156
1531,Pale-throated sloth,7.797,least_concern,50.461,three_toed,4.79,5.183
1532,Pale-throated sloth,6.982,least_concern,50.845,three_toed,4.431,3.139
1533,Pale-throated sloth,8.391,least_concern,50.149,three_toed,3.585,4.656
1534,Pale-throated sloth,9.183,least_concern,48.893,three_toed,3.398,6.06
1535,Pale-throated sloth,7.12,least_concern,50.781,three_toed,4.097,4.29
1536,Pale-throated sloth,6.414,least_concern,50.665,three_toed,6.739,5.015
1537,Pale-throated sloth,6.664,least_concern,48.052,three_toed,6.618,5.337
1538,Pale-throated sloth,8.601,least_concern,50.303,three_toed,5.479,5.486
1539,Pale-throated sloth,7.395,least_concern,49.123,three_toed,5.356,2.421
1540,Pale-throated sloth,8.133,least_concern,50.09,three_toed,3.726,4.876
1541,Pale-throated sloth,6.059,least_concern,49.848,three_toed,5.039,4.93
1542,Pale-throated sloth,8.794,least_concern,50.189,three_toed,4.737,3.777
1543,Pale-throated sloth,8.377,least_concern,49.803,three_toed,4.179,5.452
1544,Pale-throated sloth,8.326,least_concern,47.651,three_toed,5.557,4.867
1545,Pale-throated sloth,8.489,least_concern,49.039,three_toed,6.22,4.877
1546,Pale-throated sloth,8.611,least_concern,52.568,three_toed,3.758,4.715
1547,Pale-throated sloth,7.653,least_concern,50.264,three_toed,4.616,3.596
1548,Pale-throated sloth,8.454,least_concern,50.091,three_toed,5.225,7.726
1549,Pale-throated sloth,6.601,least_concern,49.146,three_toed,6.059,5.924
1550,Pale-throated sloth,6.874,least_concern,48.407,three_toed,5.093,6.183
1551,Pale-throated sloth,7.049,least_concern,49.608,three_toed,4.188,4.347
1552,Pale-throated sloth,6.819,least_concern,49.385,three_toed,4.064,5.517
1553,Pale-throated sloth,7.213,least_concern,49.973,three_toed,5.917,4.846
1554,Pale-throated sloth,8.792,least_concern,51.397,three_toed,4.903,4.912
1555,Pale-throated sloth,6.914,least_concern,51.15,three_toed,5.592,5.094
1556,Pale-throated sloth,7.451,least_concern,51.362,three_toed,5.758,5.918
1557,Pale-throated sloth,7.399,least_concern,51.611,three_toed,5.592,4.749
1558,Pale-throated sloth,6.42,least_concern,50.205,three_toed,4.518,5.199
1559,Pale-throated sloth,7.405,least_concern,49.143,three_toed,5.835,3.819
1560,Pale-throated sloth,10.058,least_concern,49.463,three_toed,3.889,4.158
1561,Pale-throated sloth,7.49,least_concern,50.731,three_toed,3.435,3.741
1562,Pale-throated sloth,6.802,least_concern,50.662,three_toed,4.879,4.75
1563,Pale-throated sloth,8.782,least_concern,50.633,three_toed,4.693,2.637
1564,Pale-throated sloth,8.055,least_concern,49.006,three_toed,6.638,3.381
1565,Pale-throated sloth,8.142,least_concern,50.284,three_toed,4.536,4.481
1566,Pale-throated sloth,7.779,least_concern,49.493,three_toed,5.227,5.749
1567,Pale-throated sloth,7.732,least_concern,48.911,three_toed,7.068,5.348
1568,Pale-throated sloth,6.918,least_concern,50.365,three_toed,5.151,3.948
1569,Pale-throated sloth,8.07,least_concern,48.512,three_toed,5.991,5.356
1570,Pale-throated sloth,6.381,least_concern,48.427,three_toed,5.782,5.429
1571,Pale-throated sloth,6.432,least_concern,49.4,three_toed,5.083,2.358
1572,Pale-throated sloth,6.105,least_concern,48.774,three_toed,5.14,4.633
1573,Pale-throated sloth,7.346,least_concern,50.536,three_toed,6.365,3.342
1574,Pale-throated sloth,8.844,least_concern,49.518,three_toed,5.098,6.661
1575,Pale-throated sloth,7.15,least_concern,49.156,three_toed,3.538,4.341
1576,Pale-throated sloth,6.97,least_concern,50.49,three_toed,4.274,6.461
1577,Pale-throated sloth,8.215,least_concern,49.849,three_toed,4.763,3.944
1578,Pale-throated sloth,6.746,least_concern,49.665,three_toed,3.356,3.71
1579,Pale-throated sloth,7.609,least_concern,48.967,three_toed,4.576,3.836
1580,Pale-throated sloth,7.322,least_concern,47.782,three_toed,5.386,3.708
1581,Pale-throated sloth,6.892,least_concern,50.401,three_toed,6.663,4.268
1582,Pale-throated sloth,7.158,least_concern,50.98,three_toed,5.02,3.877
1583,Pale-throated sloth,8.406,least_concern,48.915,three_toed,7.617,5.058
1584,Pale-throated sloth,8.184,least_concern,47.892,three_toed,3.864,5.262
1585,Pale-throated sloth,6.59,least_concern,50.073,three_toed,4.808,4.641
1586,Pale-throated sloth,7.093,least_concern,50.62,three_toed,4.381,3.939
1587,Pale-throated sloth,7.447,least_concern,50.209,three_toed,5.015,2.744
1588,Pale-throated sloth,6.797,least_concern,51.399,three_toed,5.393,3.282
1589,Pale-throated sloth,7.686,least_concern,50.008,three_toed,7.201,2.781
1590,Pale-throated sloth,7.648,least_concern,48.118,three_toed,3.042,4.995
